Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalInvolvement,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
15,0,2.0,2.0,5.592028653,19.0,0.0,2.0,1.0,1.0,0.0,1,1.479602228,4.0
15,0,0.0,2.0,2.548161434,19.0,0.0,4.0,0.0,0.0,1.0,1,1.445076719,4.0
17,0,2.0,1.0,12.78525766,23.0,0.0,2.0,0.0,0.0,0.0,0,0.80943381,4.0
16,1,2.0,2.0,1.502859064,10.0,1.0,3.0,0.0,0.0,0.0,0,2.15023327,3.0
18,0,0.0,1.0,2.684048527,26.0,0.0,3.0,0.0,0.0,0.0,0,0.559143716,4.0
18,1,1.0,3.0,12.89513453,28.0,0.0,3.0,0.0,0.0,0.0,0,0.580788485,4.0
17,1,0.0,1.0,6.79321241,13.0,0.0,0.0,0.0,1.0,1.0,1,1.602089196,4.0
17,1,2.0,0.0,14.15895653,21.0,1.0,2.0,0.0,1.0,0.0,0,1.002798364,4.0
16,1,0.0,2.0,11.14849489,15.0,0.0,3.0,0.0,0.0,0.0,0,1.663063453,4.0
18,0,1.0,2.0,5.120423461,13.0,0.0,3.0,0.0,0.0,0.0,1,1.53154646,4.0
18,1,1.0,2.0,13.01655901,11.0,0.0,4.0,0.0,0.0,0.0,0,2.205842147,3.0
18,0,0.0,1.0,2.325473606,16.0,0.0,3.0,0.0,0.0,0.0,1,1.155338561,4.0
15,1,0.0,2.0,10.72820766,13.0,1.0,1.0,0.0,0.0,0.0,0,2.15375834,3.0
18,1,1.0,1.0,8.742962101,9.0,0.0,2.0,1.0,0.0,0.0,1,2.592786686,2.0
15,0,2.0,3.0,5.357471656,23.0,0.0,0.0,1.0,1.0,0.0,0,0.912330507,4.0
16,0,0.0,3.0,12.08009995,28.0,1.0,3.0,0.0,0.0,0.0,0,0.695630933,4.0
15,0,1.0,2.0,17.42667185,13.0,1.0,2.0,0.0,0.0,0.0,0,2.139619891,3.0
16,1,0.0,1.0,19.978094,17.0,0.0,3.0,0.0,0.0,0.0,0,1.550449331,4.0
18,1,2.0,2.0,12.15525537,21.0,0.0,4.0,0.0,0.0,0.0,1,1.5475367,4.0
18,0,0.0,0.0,8.094117487,8.0,1.0,3.0,0.0,0.0,1.0,0,2.966548034,2.0
16,0,2.0,2.0,4.504142004,16.0,0.0,2.0,1.0,0.0,0.0,1,1.633679371,4.0
17,0,0.0,1.0,5.141921788,5.0,1.0,1.0,0.0,0.0,0.0,0,2.33254032,3.0
16,0,0.0,3.0,9.589099563,7.0,1.0,3.0,1.0,1.0,1.0,0,3.270262309,1.0
17,1,0.0,0.0,7.345554026,25.0,0.0,1.0,0.0,0.0,0.0,0,0.346470593,4.0
15,0,0.0,2.0,18.27629045,12.0,1.0,1.0,0.0,0.0,0.0,0,1.894904336,4.0
15,0,1.0,2.0,7.365909353,17.0,0.0,1.0,0.0,0.0,0.0,0,1.456742601,4.0
15,0,0.0,2.0,7.468891823,4.0,0.0,2.0,1.0,0.0,0.0,0,2.553723151,2.0
18,0,2.0,0.0,7.670690249,5.0,0.0,1.0,0.0,0.0,0.0,0,2.224197461,3.0
15,1,0.0,4.0,16.73240421,20.0,1.0,4.0,0.0,1.0,1.0,0,1.847600418,4.0
17,0,0.0,2.0,13.01576642,18.0,0.0,4.0,1.0,0.0,0.0,0,1.849760707,4.0
15,1,0.0,2.0,12.28337701,3.0,0.0,4.0,0.0,0.0,1.0,0,3.268794216,1.0
16,0,0.0,1.0,6.682860448,6.0,1.0,0.0,0.0,0.0,0.0,1,2.546516637,2.0
16,0,0.0,2.0,16.35808354,3.0,0.0,4.0,0.0,0.0,0.0,0,3.101229221,1.0
18,1,0.0,2.0,0.767277227,24.0,0.0,4.0,0.0,0.0,1.0,0,0.655954078,4.0
16,0,0.0,0.0,17.41594345,10.0,1.0,4.0,0.0,1.0,0.0,0,3.088512306,1.0
17,1,0.0,1.0,10.254998,11.0,1.0,3.0,0.0,0.0,0.0,0,1.992559805,4.0
15,1,1.0,3.0,7.965004697,13.0,1.0,3.0,0.0,1.0,0.0,0,2.605247446,2.0
18,0,1.0,1.0,9.943345614,12.0,1.0,1.0,0.0,0.0,0.0,0,1.733972454,4.0
15,1,0.0,1.0,13.34831061,28.0,0.0,3.0,1.0,0.0,0.0,0,1.113848788,4.0
15,1,0.0,2.0,0.25530853,9.0,0.0,0.0,1.0,0.0,0.0,0,1.649250252,4.0
17,1,3.0,2.0,17.43103713,17.0,0.0,2.0,0.0,0.0,0.0,0,1.33755498,4.0
16,1,1.0,0.0,8.934790506,15.0,0.0,4.0,0.0,0.0,0.0,0,1.984659919,4.0
16,1,1.0,2.0,6.859330394,4.0,0.0,2.0,0.0,1.0,1.0,0,3.060881656,1.0
15,1,0.0,1.0,2.764911313,7.0,1.0,1.0,0.0,0.0,0.0,0,2.392897358,3.0
18,1,2.0,0.0,8.789307487,13.0,0.0,4.0,0.0,0.0,0.0,0,2.08379699,3.0
16,1,2.0,0.0,9.926455426,4.0,0.0,4.0,0.0,1.0,0.0,1,3.645738049,0.0
18,0,1.0,3.0,8.07293389,25.0,0.0,1.0,1.0,0.0,0.0,0,0.322286082,4.0
16,0,3.0,1.0,13.57320188,27.0,0.0,3.0,0.0,1.0,0.0,0,1.129514334,4.0
18,1,0.0,0.0,8.417930575,23.0,0.0,2.0,1.0,0.0,0.0,0,0.630756944,4.0
17,0,0.0,2.0,19.22835156,7.0,0.0,2.0,0.0,0.0,1.0,1,3.157229639,1.0
18,1,2.0,3.0,11.98555036,24.0,0.0,1.0,0.0,0.0,0.0,0,0.680087787,4.0
17,1,2.0,1.0,16.14955871,25.0,0.0,0.0,0.0,0.0,0.0,0,0.796359848,4.0
17,0,0.0,2.0,2.187118062,5.0,1.0,1.0,0.0,1.0,0.0,0,2.844039215,2.0
18,1,0.0,0.0,7.945825859,15.0,1.0,0.0,0.0,1.0,0.0,0,1.253451854,4.0
15,1,0.0,2.0,11.38964776,3.0,1.0,3.0,1.0,0.0,0.0,0,3.191046118,1.0
17,1,2.0,2.0,17.2222704,11.0,0.0,3.0,0.0,0.0,1.0,0,2.815421275,2.0
16,0,1.0,1.0,1.566764355,10.0,0.0,3.0,0.0,0.0,0.0,0,2.157122303,3.0
18,1,0.0,1.0,1.451495961,2.0,0.0,1.0,1.0,0.0,0.0,0,2.72382806,2.0
15,1,0.0,1.0,17.00635416,11.0,0.0,4.0,1.0,0.0,0.0,0,2.627693906,2.0
18,1,0.0,1.0,4.257001721,29.0,1.0,3.0,1.0,1.0,0.0,0,0.912415621,4.0
16,0,0.0,0.0,13.37506509,4.0,0.0,2.0,0.0,0.0,0.0,0,2.609623082,2.0
16,1,1.0,2.0,10.85756265,5.0,1.0,1.0,0.0,1.0,0.0,0,2.981992255,2.0
16,0,3.0,4.0,16.6578719,18.0,0.0,3.0,0.0,0.0,0.0,0,1.625082774,4.0
17,0,2.0,4.0,2.501778197,17.0,0.0,3.0,0.0,1.0,0.0,0,1.361698418,4.0
17,1,0.0,3.0,2.595659314,15.0,1.0,3.0,0.0,0.0,0.0,0,1.916961896,4.0
18,1,2.0,2.0,11.13636721,22.0,0.0,0.0,0.0,0.0,0.0,0,1.011253195,4.0
18,0,2.0,2.0,18.92757307,10.0,0.0,1.0,1.0,1.0,0.0,0,2.332159041,3.0
15,1,2.0,1.0,8.299955167,4.0,0.0,2.0,1.0,1.0,1.0,0,3.387938348,1.0
15,0,0.0,2.0,6.538842005,8.0,0.0,3.0,0.0,1.0,0.0,0,2.384690791,3.0
18,0,0.0,2.0,12.13378646,2.0,0.0,0.0,0.0,0.0,0.0,0,2.780816996,2.0
17,1,0.0,2.0,18.60897201,29.0,0.0,2.0,0.0,1.0,0.0,1,0.534835754,4.0
16,1,0.0,2.0,16.73855666,7.0,0.0,2.0,0.0,0.0,0.0,0,2.542214349,2.0
18,0,0.0,1.0,19.90967221,5.0,0.0,3.0,0.0,0.0,0.0,0,3.007129067,1.0
15,0,0.0,1.0,0.451371664,3.0,0.0,2.0,1.0,0.0,0.0,0,2.985809814,2.0
17,0,0.0,3.0,2.257162894,11.0,0.0,2.0,0.0,1.0,0.0,0,1.949306057,4.0
18,0,2.0,0.0,12.18935527,11.0,0.0,3.0,0.0,0.0,0.0,0,2.147845196,3.0
18,1,0.0,2.0,16.41152879,24.0,0.0,4.0,0.0,0.0,0.0,1,1.175768025,4.0
17,1,0.0,3.0,5.704886846,20.0,0.0,1.0,1.0,0.0,0.0,0,1.400363254,4.0
18,1,3.0,2.0,4.784221761,15.0,0.0,1.0,1.0,0.0,1.0,0,1.755544023,4.0
17,1,3.0,2.0,15.73951599,9.0,0.0,4.0,1.0,0.0,1.0,0,2.900096239,2.0
16,1,2.0,1.0,1.127637077,21.0,0.0,2.0,0.0,0.0,0.0,0,1.033459491,4.0
17,0,3.0,1.0,7.387652952,13.0,0.0,3.0,0.0,0.0,0.0,1,1.907742363,4.0
17,1,1.0,3.0,10.11618445,12.0,0.0,3.0,0.0,0.0,0.0,0,1.88090929,4.0
17,1,3.0,2.0,11.20697349,8.0,0.0,1.0,0.0,1.0,1.0,0,2.614950354,2.0
18,1,0.0,2.0,14.57230314,6.0,0.0,3.0,1.0,0.0,1.0,0,3.107135594,1.0
18,1,0.0,0.0,7.096914469,11.0,0.0,3.0,0.0,0.0,0.0,0,1.386464562,4.0
17,1,0.0,0.0,12.25368689,4.0,0.0,2.0,0.0,0.0,0.0,0,2.833760072,2.0
18,0,0.0,4.0,11.70750846,17.0,0.0,0.0,0.0,0.0,1.0,0,1.086151397,4.0
15,0,0.0,1.0,10.95232201,3.0,0.0,4.0,0.0,0.0,0.0,0,2.87403736,2.0
15,0,1.0,2.0,12.80966586,1.0,0.0,2.0,0.0,1.0,0.0,0,2.895671305,2.0
18,1,2.0,0.0,5.188983421,2.0,1.0,3.0,0.0,0.0,0.0,0,3.181307602,1.0
18,0,1.0,2.0,1.692975072,25.0,0.0,3.0,0.0,0.0,0.0,0,0.471283109,4.0
17,0,0.0,3.0,2.385433441,11.0,1.0,2.0,0.0,0.0,0.0,0,2.211379528,3.0
16,1,2.0,2.0,4.491647653,2.0,1.0,3.0,1.0,1.0,0.0,0,3.375252255,1.0
18,1,1.0,1.0,10.00395871,3.0,0.0,4.0,0.0,1.0,0.0,0,3.203858191,1.0
15,1,0.0,2.0,16.80885501,5.0,0.0,2.0,0.0,0.0,1.0,0,3.350179111,1.0
17,0,1.0,2.0,14.02586684,11.0,0.0,2.0,0.0,0.0,0.0,0,1.72579153,4.0
18,0,0.0,2.0,15.78081208,18.0,0.0,4.0,1.0,0.0,0.0,0,2.216603815,3.0
15,1,0.0,3.0,7.019512479,9.0,0.0,1.0,1.0,0.0,0.0,1,2.004627317,3.0
15,1,3.0,2.0,8.093074833,29.0,1.0,0.0,0.0,0.0,0.0,0,0.715742046,4.0
16,0,0.0,3.0,7.87363772,0.0,1.0,4.0,0.0,0.0,1.0,0,3.880640085,0.0
17,0,0.0,2.0,3.837463688,16.0,0.0,3.0,1.0,0.0,1.0,0,1.689528158,4.0
17,1,2.0,1.0,1.224333163,15.0,0.0,4.0,1.0,1.0,0.0,1,1.757978804,4.0
16,1,2.0,1.0,11.81832186,8.0,0.0,0.0,0.0,0.0,0.0,0,2.136399546,3.0
16,0,0.0,1.0,19.78433367,24.0,1.0,1.0,0.0,1.0,0.0,0,0.911568271,4.0
17,1,0.0,3.0,3.336594099,20.0,1.0,1.0,0.0,0.0,0.0,0,1.13780111,4.0
17,0,0.0,2.0,0.933696398,8.0,1.0,3.0,1.0,0.0,0.0,1,2.349264927,3.0
18,0,1.0,2.0,15.59063364,26.0,0.0,3.0,0.0,0.0,0.0,0,0.623747437,4.0
18,0,0.0,1.0,5.051720134,22.0,0.0,2.0,0.0,0.0,1.0,0,0.341029446,4.0
16,0,0.0,1.0,16.59287611,8.0,0.0,0.0,0.0,0.0,0.0,0,2.223813667,3.0
18,1,3.0,2.0,14.07873334,11.0,0.0,3.0,0.0,0.0,0.0,1,2.328240385,3.0
15,1,1.0,2.0,18.91347074,22.0,1.0,2.0,1.0,0.0,0.0,0,1.623077822,4.0
18,0,0.0,1.0,8.178544715,8.0,1.0,1.0,1.0,0.0,0.0,0,2.200896322,3.0
18,0,1.0,2.0,13.23939679,14.0,0.0,4.0,0.0,1.0,0.0,0,2.584110655,2.0
15,0,1.0,0.0,9.297095616,1.0,0.0,1.0,1.0,0.0,0.0,0,2.996503304,2.0
16,0,0.0,1.0,12.61177395,10.0,0.0,3.0,0.0,0.0,1.0,0,2.373993481,3.0
15,0,0.0,2.0,8.99197812,10.0,1.0,3.0,1.0,0.0,0.0,0,2.830404456,2.0
18,1,2.0,1.0,3.772644928,7.0,0.0,2.0,1.0,1.0,0.0,1,2.525115534,2.0
16,1,0.0,4.0,10.15794832,22.0,0.0,1.0,1.0,0.0,0.0,0,1.042981651,4.0
18,1,1.0,1.0,10.57168403,5.0,0.0,2.0,1.0,0.0,0.0,1,2.661096904,2.0
15,1,0.0,1.0,16.21207697,20.0,0.0,3.0,0.0,0.0,0.0,0,1.599593888,4.0
15,0,0.0,1.0,14.71041412,19.0,1.0,1.0,1.0,0.0,0.0,0,1.799409149,4.0
18,0,0.0,2.0,13.27583248,6.0,0.0,3.0,0.0,0.0,0.0,0,2.657638557,2.0
17,0,0.0,2.0,2.267741911,2.0,0.0,4.0,0.0,0.0,0.0,0,2.998484062,2.0
17,0,0.0,2.0,14.41232581,7.0,0.0,4.0,0.0,0.0,1.0,0,2.977408433,2.0
15,0,0.0,0.0,10.00610313,17.0,0.0,2.0,0.0,0.0,0.0,0,1.375164137,4.0
15,1,2.0,0.0,17.88199072,16.0,0.0,3.0,1.0,0.0,0.0,1,1.84886644,4.0
17,0,3.0,2.0,18.39741868,10.0,0.0,4.0,0.0,0.0,0.0,0,2.4424562,3.0
17,1,2.0,3.0,1.103131812,1.0,0.0,2.0,1.0,0.0,0.0,0,2.856038514,2.0
18,1,2.0,3.0,16.41283121,24.0,1.0,1.0,1.0,0.0,0.0,0,1.20615023,4.0
18,1,0.0,0.0,0.753947808,20.0,0.0,1.0,1.0,1.0,0.0,0,0.89590299,4.0
17,1,3.0,2.0,7.343392514,26.0,0.0,1.0,0.0,0.0,0.0,0,0.273190929,4.0
18,0,0.0,3.0,10.84599951,23.0,0.0,3.0,0.0,0.0,1.0,0,0.667508961,4.0
18,1,3.0,1.0,2.962015973,18.0,0.0,2.0,0.0,0.0,0.0,0,1.089440604,4.0
16,1,3.0,3.0,14.92627625,6.0,0.0,3.0,0.0,0.0,0.0,0,2.813211008,2.0
18,1,2.0,1.0,0.167094083,17.0,1.0,3.0,1.0,0.0,0.0,1,1.86875859,4.0
15,0,3.0,3.0,3.371980969,7.0,0.0,3.0,1.0,1.0,0.0,0,3.035693596,1.0
18,0,1.0,2.0,11.6159366,13.0,0.0,3.0,0.0,0.0,0.0,1,2.135356801,3.0
18,0,0.0,3.0,14.28775124,6.0,0.0,0.0,1.0,0.0,1.0,0,3.038116129,1.0
17,1,0.0,2.0,18.33286205,27.0,0.0,3.0,0.0,1.0,0.0,0,0.99412941,4.0
15,1,1.0,1.0,14.10993304,20.0,0.0,2.0,0.0,0.0,0.0,0,1.232557166,4.0
18,0,0.0,3.0,13.43558541,27.0,0.0,2.0,0.0,1.0,0.0,0,0.864403743,4.0
16,0,3.0,1.0,0.025688511,3.0,0.0,4.0,1.0,0.0,0.0,0,2.934586305,2.0
18,0,0.0,2.0,2.403185175,16.0,0.0,4.0,1.0,0.0,0.0,0,2.046938817,3.0
18,1,2.0,2.0,10.6910909,4.0,0.0,2.0,1.0,0.0,0.0,0,3.065473134,1.0
16,1,3.0,3.0,13.50259772,11.0,0.0,2.0,0.0,1.0,0.0,0,2.4370263,3.0
17,1,3.0,1.0,8.348965678,8.0,0.0,3.0,0.0,1.0,0.0,0,2.427614636,3.0
18,1,3.0,2.0,14.61358023,25.0,0.0,1.0,0.0,0.0,0.0,0,0.777150955,4.0
16,0,1.0,2.0,10.43724591,19.0,1.0,1.0,1.0,1.0,1.0,0,1.879575445,4.0
15,0,3.0,0.0,1.483523912,12.0,0.0,3.0,0.0,0.0,0.0,0,1.596574874,4.0
17,0,2.0,1.0,3.840325019,24.0,0.0,1.0,0.0,1.0,0.0,0,0.704595243,4.0
15,0,0.0,1.0,16.79996446,27.0,0.0,2.0,1.0,1.0,0.0,0,0.764186697,4.0
15,0,0.0,1.0,14.49825493,17.0,1.0,2.0,1.0,0.0,0.0,0,1.503416679,4.0
16,1,2.0,4.0,17.89523974,19.0,1.0,2.0,1.0,0.0,0.0,0,1.525837862,4.0
18,0,0.0,2.0,2.351144982,8.0,0.0,1.0,1.0,1.0,0.0,0,2.270841108,3.0
16,0,1.0,2.0,19.80445069,3.0,0.0,2.0,0.0,0.0,0.0,0,3.402352539,1.0
16,0,1.0,4.0,4.188134279,20.0,1.0,2.0,0.0,1.0,0.0,0,1.438204968,4.0
16,1,0.0,1.0,0.235597526,26.0,0.0,2.0,0.0,0.0,1.0,0,0.336571299,4.0
16,1,1.0,3.0,19.94845878,7.0,0.0,3.0,0.0,0.0,0.0,0,3.112281137,1.0
17,1,2.0,2.0,5.621477709,0.0,1.0,4.0,0.0,0.0,1.0,0,3.770694722,0.0
18,1,0.0,3.0,13.36038905,16.0,0.0,1.0,0.0,0.0,0.0,0,1.655613323,4.0
15,0,0.0,1.0,3.533646284,24.0,0.0,3.0,1.0,0.0,0.0,1,1.050469692,4.0
15,0,0.0,3.0,11.60457064,8.0,1.0,1.0,0.0,0.0,1.0,0,2.535391284,2.0
18,1,0.0,1.0,18.08069973,19.0,0.0,2.0,0.0,0.0,0.0,1,1.396090494,4.0
15,1,3.0,1.0,6.403623349,12.0,0.0,2.0,1.0,1.0,0.0,0,2.025416982,3.0
18,0,0.0,2.0,13.40507952,1.0,0.0,2.0,0.0,0.0,0.0,0,3.268302548,1.0
15,0,1.0,1.0,3.758071776,12.0,0.0,3.0,1.0,1.0,0.0,0,2.017218039,3.0
16,1,0.0,2.0,12.49590797,8.0,0.0,2.0,1.0,0.0,0.0,0,2.397682579,3.0
15,1,0.0,2.0,6.729007036,29.0,0.0,2.0,1.0,0.0,0.0,0,0.287867323,4.0
18,1,2.0,2.0,4.224165172,19.0,0.0,3.0,0.0,1.0,1.0,0,1.548710211,4.0
18,1,2.0,1.0,6.263641014,5.0,1.0,1.0,1.0,0.0,0.0,0,2.905242112,2.0
18,0,0.0,0.0,3.57682137,27.0,0.0,1.0,0.0,1.0,0.0,0,0.248977131,4.0
18,0,0.0,1.0,18.03832216,0.0,1.0,0.0,1.0,0.0,0.0,0,3.418409867,1.0
18,0,0.0,2.0,7.943737726,27.0,1.0,1.0,0.0,0.0,0.0,0,0.582920886,4.0
17,1,0.0,1.0,4.905586099,24.0,0.0,2.0,0.0,1.0,0.0,0,0.930028646,4.0
17,1,1.0,1.0,8.96815682,4.0,0.0,2.0,1.0,0.0,1.0,0,2.679085718,2.0
15,0,0.0,1.0,6.410723336,2.0,1.0,1.0,0.0,0.0,0.0,1,3.106230425,1.0
18,0,0.0,0.0,14.88838508,3.0,0.0,0.0,1.0,0.0,0.0,1,2.781287884,2.0
15,0,0.0,2.0,19.42439824,0.0,0.0,3.0,0.0,1.0,1.0,1,4.0,0.0
18,0,3.0,3.0,8.760673134,13.0,0.0,3.0,1.0,1.0,1.0,0,2.332783964,3.0
18,1,3.0,1.0,17.220668,8.0,1.0,4.0,1.0,0.0,0.0,0,3.06771837,1.0
17,0,0.0,2.0,11.31726147,29.0,0.0,4.0,0.0,1.0,0.0,0,0.869123386,4.0
17,0,2.0,2.0,3.144713302,23.0,0.0,4.0,0.0,1.0,0.0,1,1.520503877,4.0
16,0,0.0,2.0,13.81245484,3.0,0.0,3.0,1.0,1.0,1.0,1,3.289823142,1.0
17,0,0.0,2.0,10.26868994,17.0,1.0,3.0,1.0,0.0,0.0,0,2.175739293,3.0
16,0,2.0,2.0,13.01213047,13.0,0.0,1.0,0.0,0.0,0.0,0,1.852428691,4.0
16,0,3.0,2.0,17.79374825,24.0,0.0,3.0,1.0,1.0,0.0,1,1.47728877,4.0
16,0,3.0,0.0,8.808691413,3.0,0.0,0.0,0.0,0.0,0.0,0,2.878926863,2.0
16,1,1.0,2.0,18.02355246,24.0,0.0,3.0,0.0,1.0,1.0,0,1.058050772,4.0
16,1,0.0,2.0,15.01338029,9.0,0.0,2.0,0.0,0.0,0.0,1,2.57289042,2.0
15,1,2.0,0.0,9.772098518,2.0,0.0,3.0,1.0,0.0,1.0,0,3.587735587,0.0
17,1,0.0,1.0,12.06444271,22.0,0.0,0.0,1.0,1.0,0.0,1,1.301418014,4.0
16,0,1.0,4.0,6.51162265,6.0,1.0,2.0,0.0,1.0,1.0,0,3.209493136,1.0
18,1,0.0,2.0,19.67194599,9.0,0.0,2.0,0.0,0.0,0.0,0,2.537230639,2.0
17,1,1.0,2.0,13.34702326,12.0,0.0,1.0,1.0,0.0,0.0,0,1.989395759,4.0
17,0,0.0,3.0,0.87693705,3.0,1.0,2.0,0.0,1.0,1.0,0,3.004233303,1.0
16,0,0.0,2.0,6.532438115,17.0,0.0,0.0,1.0,1.0,0.0,0,1.513516756,4.0
15,1,3.0,2.0,12.46628868,10.0,0.0,2.0,0.0,0.0,0.0,1,2.172740552,3.0
16,1,0.0,2.0,1.126665556,24.0,1.0,2.0,0.0,0.0,0.0,1,0.641649169,4.0
15,0,1.0,3.0,0.477683826,3.0,0.0,3.0,0.0,1.0,0.0,0,2.753590232,2.0
18,1,0.0,2.0,9.000484791,23.0,0.0,2.0,1.0,0.0,1.0,0,1.038488352,4.0
17,0,0.0,2.0,6.653803594,13.0,0.0,2.0,1.0,1.0,0.0,0,2.255019103,3.0
18,0,0.0,1.0,8.765972161,17.0,0.0,4.0,0.0,0.0,0.0,0,1.666702258,4.0
15,0,2.0,2.0,3.294354939,26.0,1.0,2.0,0.0,0.0,0.0,0,0.278215459,4.0
18,1,0.0,0.0,13.78286714,9.0,0.0,2.0,1.0,0.0,0.0,0,2.637594228,2.0
15,0,3.0,3.0,10.29142233,4.0,0.0,3.0,1.0,1.0,0.0,1,3.057121728,1.0
18,0,1.0,2.0,4.003084225,22.0,0.0,2.0,1.0,1.0,0.0,0,1.361932827,4.0
17,1,0.0,0.0,6.391788525,6.0,1.0,2.0,1.0,0.0,1.0,0,3.238931718,1.0
18,0,1.0,2.0,11.83615815,11.0,1.0,3.0,1.0,1.0,0.0,0,2.573034385,2.0
17,1,1.0,2.0,1.444586965,24.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.0
18,1,2.0,3.0,2.949060185,2.0,1.0,3.0,0.0,1.0,0.0,1,3.143909878,1.0
15,1,0.0,1.0,1.464912082,25.0,1.0,2.0,1.0,0.0,0.0,0,1.0464634,4.0
18,0,0.0,3.0,16.24634665,3.0,0.0,2.0,0.0,0.0,0.0,1,2.868574228,2.0
15,1,2.0,2.0,15.04818466,9.0,0.0,3.0,0.0,0.0,0.0,0,2.639447292,2.0
18,1,3.0,0.0,15.06625864,3.0,0.0,1.0,0.0,0.0,0.0,0,2.669749933,2.0
18,0,2.0,4.0,14.32650687,14.0,1.0,3.0,0.0,1.0,1.0,0,2.794885283,2.0
16,1,0.0,2.0,13.38770847,28.0,1.0,4.0,0.0,0.0,0.0,1,1.186569729,4.0
15,1,2.0,1.0,9.539838308,9.0,0.0,2.0,0.0,0.0,0.0,0,2.520175259,2.0
16,1,0.0,2.0,12.84556327,20.0,0.0,4.0,0.0,0.0,1.0,0,1.601078488,4.0
15,1,0.0,3.0,0.767231096,29.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.0
16,1,0.0,1.0,12.42928845,21.0,1.0,3.0,0.0,0.0,1.0,0,1.595054759,4.0
17,0,1.0,1.0,15.55755411,15.0,1.0,2.0,1.0,0.0,0.0,0,2.222002853,3.0
18,1,0.0,1.0,10.00716721,14.0,0.0,2.0,0.0,0.0,0.0,1,1.615093148,4.0
15,1,0.0,1.0,7.150266569,18.0,0.0,1.0,1.0,1.0,0.0,1,1.675919431,4.0
15,0,2.0,2.0,5.548534696,28.0,0.0,2.0,1.0,0.0,0.0,0,0.214319504,4.0
18,0,0.0,2.0,12.856041,19.0,1.0,1.0,1.0,0.0,0.0,0,1.556765557,4.0
15,0,0.0,1.0,13.85602397,18.0,0.0,4.0,1.0,1.0,0.0,0,2.154199353,3.0
15,1,0.0,1.0,17.419352,17.0,0.0,3.0,0.0,1.0,0.0,0,2.070669312,3.0
16,0,3.0,1.0,6.846681649,25.0,1.0,1.0,0.0,1.0,0.0,0,0.567237107,4.0
15,1,1.0,3.0,15.39544615,11.0,0.0,1.0,1.0,0.0,0.0,0,2.162688108,3.0
17,1,0.0,1.0,11.22711648,24.0,1.0,3.0,0.0,0.0,1.0,0,1.291230426,4.0
17,0,2.0,4.0,17.65672981,15.0,0.0,2.0,0.0,1.0,1.0,0,2.340156389,3.0
18,0,2.0,2.0,10.55624217,0.0,0.0,1.0,0.0,0.0,0.0,0,2.92396974,2.0
15,1,0.0,1.0,10.35259657,15.0,1.0,2.0,1.0,0.0,1.0,0,2.190146602,3.0
18,0,1.0,3.0,11.55754163,1.0,0.0,2.0,0.0,0.0,0.0,0,3.074214192,1.0
17,1,2.0,2.0,14.9863071,23.0,0.0,1.0,0.0,0.0,0.0,0,1.009430322,4.0
15,0,1.0,2.0,19.29380958,14.0,0.0,3.0,1.0,1.0,0.0,0,2.118500602,3.0
15,0,0.0,4.0,1.471267084,6.0,0.0,3.0,1.0,0.0,0.0,0,2.615347948,2.0
18,0,2.0,0.0,1.068692048,27.0,0.0,0.0,0.0,1.0,1.0,0,0.415930507,4.0
17,1,1.0,0.0,18.75100675,0.0,1.0,4.0,1.0,0.0,0.0,0,3.947092964,0.0
15,0,0.0,2.0,10.59751251,4.0,1.0,2.0,0.0,1.0,0.0,0,3.017353227,1.0
18,1,0.0,1.0,12.29806029,9.0,1.0,1.0,1.0,0.0,0.0,0,2.813786291,2.0
17,1,0.0,1.0,9.648472032,21.0,0.0,1.0,0.0,0.0,0.0,0,0.769636121,4.0
18,1,0.0,0.0,1.873149052,20.0,1.0,1.0,0.0,0.0,0.0,0,0.892266135,4.0
16,1,2.0,0.0,15.36178757,3.0,1.0,2.0,1.0,1.0,0.0,0,3.666290827,0.0
15,0,0.0,2.0,14.9444929,13.0,0.0,1.0,0.0,1.0,0.0,0,1.401548239,4.0
16,1,0.0,1.0,6.23406643,12.0,0.0,2.0,0.0,0.0,0.0,1,1.423338336,4.0
17,1,1.0,2.0,6.124784905,0.0,0.0,1.0,1.0,0.0,0.0,1,3.149644744,1.0
16,0,0.0,2.0,16.75682762,15.0,1.0,3.0,0.0,1.0,0.0,1,2.353731152,3.0
16,1,3.0,2.0,1.447145155,22.0,0.0,3.0,1.0,1.0,0.0,0,1.161354351,4.0
17,0,0.0,0.0,17.62210297,8.0,1.0,2.0,0.0,0.0,0.0,0,2.647195986,2.0
18,1,0.0,2.0,5.133233798,21.0,0.0,3.0,0.0,1.0,1.0,0,1.298997985,4.0
16,0,0.0,0.0,11.85969496,15.0,1.0,4.0,1.0,0.0,0.0,0,2.644197368,2.0
18,1,0.0,2.0,18.71988358,18.0,0.0,3.0,0.0,0.0,0.0,0,1.737989619,4.0
16,0,0.0,3.0,13.56245003,14.0,0.0,2.0,0.0,0.0,0.0,0,2.018776899,3.0
18,1,2.0,2.0,8.288596249,25.0,0.0,2.0,0.0,1.0,0.0,0,0.717780498,4.0
17,1,3.0,2.0,13.79068418,13.0,0.0,3.0,1.0,0.0,0.0,0,2.267584401,3.0
